,loss,val_loss,wer
0,370.542112996212,136.3423366546631,0.8957031249999998
1,233.36524469979506,107.82196617126465,0.8384858630952379
2,194.35288045339075,93.03827428817749,0.7849330357142855
3,171.41809810291636,84.62241535186767,0.7397135416666667
4,155.6685718135774,77.90603446960449,0.7470052083333334
5,143.81527554204098,72.66149673461913,0.7348958333333334
6,134.41509903336768,68.93908457756042,0.7260230654761904
7,126.769992084264,65.56799216270447,0.7179129464285716
8,120.31544998820672,62.709838247299196,0.6974702380952381
9,114.67526407510883,60.40099046230316,0.6738653273809526
10,109.90775519284335,58.85568153858185,0.6825334821428571
11,105.62316457933767,56.33889422416687,0.632998511904762
12,101.80859079928982,54.74437527656555,0.6234933035714287
13,98.40117022804333,53.33878564834595,0.6122581845238094
14,95.32246561977183,52.4543821811676,0.6202194940476191
15,92.50912520848098,51.05859999656677,0.6165922619047618
16,89.96956937604563,49.87774367332459,0.5902715773809523
17,87.574845987876,48.441680216789244,0.5686383928571428
18,85.33364825173979,48.218129539489745,0.5881882440476189
19,83.35309434430353,47.15839581489563,0.5929687500000002
20,81.55075824283134,46.83091471195221,0.5509114583333333
21,79.72392108163864,46.368049550056455,0.5617745535714285
22,78.13278456989875,45.2521005153656,0.5508370535714285
23,76.59893632204181,44.7577011346817,0.544215029761905
24,75.10296697227932,43.87413215637207,0.5279389880952381
25,73.76775696897955,43.794285440444945,0.5584077380952381
26,72.48317958598601,42.75906805992126,0.5200148809523809
27,71.19619489687737,42.30051035881043,0.4982700892857142
28,70.12819775488683,41.90650753974914,0.4906622023809524
29,68.99496054200917,41.319980239868165,0.5053571428571431
30,67.94188802145118,41.3760181427002,0.5125558035714286
31,66.89766651918896,40.79654619693756,0.5081845238095237
32,66.0077609180283,40.340129137039185,0.4866443452380952
33,65.06634876974698,40.583535480499265,0.4997953869047619
34,64.1971459058385,40.40970602035522,0.49172247023809523
35,63.364809420863665,40.205892372131345,0.5075520833333333
36,62.52817888603689,39.59411337375641,0.4840959821428572
37,61.745960445762805,39.336789989471434,0.46977306547619047
38,61.014211876639,39.115410923957825,0.4879464285714285
39,60.30135144604411,38.43470304012298,0.48604910714285704
40,59.594209168174054,38.846124696731565,0.5118303571428572
41,58.928433414536954,38.531596994400026,0.46765252976190474
42,58.2574023542733,38.154632687568665,0.4476376488095238
43,57.64594149888496,38.21776523590088,0.48971354166666664
44,56.98792765775818,37.59478845596313,0.4169642857142857
45,56.44984687727447,37.240778064727785,0.43545386904761907
46,55.901382158094066,37.81897084712982,0.4411086309523809
47,55.260774698825465,37.74279108047485,0.47347470238095235
48,54.75381768160853,36.914869046211244,0.4790550595238095
49,54.24974079580516,37.26323308944702,0.46739211309523804
50,53.72368725564412,37.13788189888,0.44248511904761917
51,53.307365047221644,36.86569247245789,0.45200892857142855
52,52.79985610863258,37.45858697891235,0.47414434523809523
53,52.31140556574615,36.72389969825745,0.4564360119047618
54,51.87813354435386,37.06478633880615,0.4584263392857142
55,51.4356135246522,36.55382354259491,0.46095610119047625
56,50.98157232196353,36.42946593761444,0.43755580357142854
57,50.574686136813746,36.51002852916717,0.44691220238095236
58,50.15077911424786,36.72074408531189,0.4195684523809523
59,49.78159386536171,36.38346195220947,0.46071428571428574
